1,1,2,5,Meal Plan 1,0,Room_Type 1,224,Offline,88,0,10/2/2015,Not_Canceled,2015,Oct
1,0,1,3,Not Selected,0,Room_Type 1,5,Online,106.68,1,11/6/2018,Not_Canceled,2018,Nov
2,1,1,3,Meal Plan 1,0,Room_Type 1,1,Online,50,0,2/28/2018,Canceled,2018,Feb
1,0,0,2,Meal Plan 1,0,Room_Type 1,211,Online,100,1,5/20/2017,Canceled,2017,May
1,0,1,2,Not Selected,0,Room_Type 1,48,Online,77,0,4/11/2018,Canceled,2018,Apr
1,0,0,2,Meal Plan 2,0,Room_Type 1,346,Offline,100,1,9/13/2016,Canceled,2016,Sep
1,1,1,4,Meal Plan 1,0,Room_Type 1,34,Online,107.55,1,10/15/2017,Not_Canceled,2017,Oct
3,0,1,3,Meal Plan 1,0,Room_Type 4,83,Online,105.61,1,12/26/2018,Not_Canceled,2018,Dec
1,1,0,4,Meal Plan 1,0,Room_Type 1,121,Offline,96.9,1,7/6/2018,Not_Canceled,2018,Jul
2,0,0,5,Meal Plan 1,0,Room_Type 4,44,Online,133.44,3,10/18/2018,Not_Canceled,2018,Oct
1,0,1,0,Not Selected,0,Room_Type 1,0,Online,85.03,0,9/11/2018,Not_Canceled,2018,Sep
1,0,2,1,Meal Plan 1,0,Room_Type 4,35,Online,140.4,1,4/30/2018,Not_Canceled,2018,Apr
2,0,2,1,Not Selected,0,Room_Type 1,30,Online,88,0,11/26/2018,Canceled,2018,Nov
1,0,2,0,Meal Plan 1,0,Room_Type 1,95,Online,90,2,11/20/2018,Canceled,2018,Nov
2,0,0,2,Meal Plan 1,0,Room_Type 1,47,Online,94.5,2,10/20/2017,Not_Canceled,2017,Oct
2,0,0,2,Meal Plan 2,0,Room_Type 1,256,Online,115,1,6/15/2018,Canceled,2018,Jun
1,0,1,0,Meal Plan 1,0,Room_Type 1,0,Offline,96,0,10/5/2017,Not_Canceled,2017,Oct
2,0,1,3,Not Selected,0,Room_Type 1,1,Online,96,1,8/10/2017,Not_Canceled,2017,Aug
2,0,2,2,Meal Plan 1,0,Room_Type 1,99,Online,65,0,10/30/2017,Canceled,2017,Oct
2,0,1,0,Meal Plan 1,0,Room_Type 1,12,Offline,72,0,10/4/2017,Not_Canceled,2017,Oct
2,0,2,2,Meal Plan 1,0,Room_Type 1,99,Online,65,0,10/30/2017,Canceled,2017,Oct
1,0,0,1,Meal Plan 1,0,Room_Type 1,122,Corporate,67,0,11/25/2018,Not_Canceled,2018,Nov
2,0,2,4,Meal Plan 1,0,Room_Type 1,2,Offline,85,0,3/20/2018,Not_Canceled,2018,Mar
2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,105,0,10/13/2018,Not_Canceled,2018,Oct
2,0,2,1,Not Selected,0,Room_Type 1,130,Online,94.5,1,5/22/2018,Not_Canceled,2018,May
2,0,0,2,Meal Plan 1,0,Room_Type 1,99,Online,114.3,1,4/28/2018,Not_Canceled,2018,Apr
2,0,1,1,Meal Plan 1,0,Room_Type 1,60,Offline,65,0,9/21/2017,Not_Canceled,2017,Sep
1,0,0,2,Meal Plan 1,0,Room_Type 4,2,Aviation,110,0,5/19/2018,Canceled,2018,May
1,0,1,2,Meal Plan 1,0,Room_Type 1,37,Online,37.33,0,11/6/2017,Canceled,2017,Nov
2,0,0,2,Meal Plan 2,0,Room_Type 1,56,Offline,82,0,9/17/2017,Not_Canceled,2017,Sep
2,0,1,1,Meal Plan 1,0,Room_Type 4,3,Online,177.5,1,9/19/2017,Not_Canceled,2017,Sep
2,0,2,2,Meal Plan 1,0,Room_Type 1,107,Online,87.5,1,11/13/2018,Not_Canceled,2018,Nov
0,2,0,3,Meal Plan 1,0,Room_Type 2,56,Online,82.44,1,12/7/2018,Not_Canceled,2018,Dec
2,0,0,1,Not Selected,0,Room_Type 1,2,Online,69.5,1,1/9/2018,Not_Canceled,2018,Jan
2,0,0,2,Meal Plan 1,0,Room_Type 1,72,Offline,85.5,0,10/7/2018,Not_Canceled,2018,Oct
2,0,0,1,Not Selected,1,Room_Type 1,23,Online,115,1,4/27/2018,Not_Canceled,2018,Apr
1,0,2,1,Meal Plan 1,0,Room_Type 1,34,Online,81,0,6/19/2018,Canceled,2018,Jun
2,0,0,1,Meal Plan 1,0,Room_Type 1,289,Offline,67,0,10/17/2017,Not_Canceled,2017,Oct
2,0,2,3,Not Selected,0,Room_Type 1,247,Online,63.75,0,11/19/2018,Canceled,2018,Nov
2,0,2,1,Meal Plan 1,0,Room_Type 4,186,Online,121.8,1,7/30/2018,Canceled,2018,Jul
2,0,0,4,Meal Plan 1,0,Room_Type 1,64,Online,93.6,2,11/1/2018,Not_Canceled,2018,Nov
2,0,0,2,Meal Plan 1,0,Room_Type 1,35,Online,102,1,6/21/2018,Not_Canceled,2018,Jun
3,0,2,1,Meal Plan 1,0,Room_Type 1,96,Online,121.8,1,4/10/2018,Not_Canceled,2018,Apr
2,0,1,1,Not Selected,0,Room_Type 1,41,Online,98.1,1,6/27/2018,Canceled,2018,Jun
2,0,0,4,Meal Plan 1,0,Room_Type 4,55,Offline,60,1,11/18/2017,Not_Canceled,2017,Nov
2,0,0,3,Meal Plan 1,0,Room_Type 1,146,Offline,75,0,12/29/2017,Not_Canceled,2017,Dec
1,0,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,73,0,11/20/2017,Not_Canceled,2017,Nov
2,0,0,1,Meal Plan 2,0,Room_Type 1,55,Offline,104,0,4/6/2018,Not_Canceled,2018,Apr
2,0,0,4,Not Selected,0,Room_Type 1,57,Online,79.2,1,11/1/2018,Not_Canceled,2018,Nov
1,0,1,3,Meal Plan 1,0,Room_Type 4,7,Online,125.8,2,12/29/2018,Not_Canceled,2018,Dec
1,0,2,5,Not Selected,0,Room_Type 1,124,Online,87.95,0,5/30/2018,Not_Canceled,2018,May
2,0,2,2,Meal Plan 2,0,Room_Type 1,169,Online,106,0,4/22/2018,Canceled,2018,Apr
1,0,1,2,Meal Plan 1,0,Room_Type 1,6,Online,136.67,1,5/16/2018,Not_Canceled,2018,May
2,0,0,4,Meal Plan 1,0,Room_Type 4,51,Offline,60,1,11/11/2017,Not_Canceled,2017,Nov
2,0,1,0,Not Selected,0,Room_Type 1,13,Online,89,2,6/13/2018,Not_Canceled,2018,Jun
2,0,1,3,Meal Plan 1,0,Room_Type 1,100,Online,136,1,5/19/2018,Not_Canceled,2018,May
2,0,0,1,Not Selected,0,Room_Type 1,139,Online,94.5,1,7/28/2018,Not_Canceled,2018,Jul
2,0,1,2,Meal Plan 1,0,Room_Type 1,117,Online,93.6,2,12/26/2018,Not_Canceled,2018,Dec
2,0,1,4,Meal Plan 1,0,Room_Type 4,39,Online,120.6,0,4/20/2018,Canceled,2018,Apr
2,0,0,3,Meal Plan 1,0,Room_Type 4,86,Online,99.3,1,4/6/2018,Not_Canceled,2018,Apr
2,2,0,1,Meal Plan 1,1,Room_Type 6,2,Online,258,1,9/2/2018,Not_Canceled,2018,Sep
1,0,0,3,Meal Plan 1,0,Room_Type 4,19,Online,120.12,2,5/3/2018,Not_Canceled,2018,May
1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,95,0,6/24/2018,Not_Canceled,2018,Jun
1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Complementary,0,1,9/10/2017,Not_Canceled,2017,Sep
2,0,2,1,Meal Plan 1,0,Room_Type 1,86,Offline,75,0,12/18/2018,Not_Canceled,2018,Dec
2,0,0,3,Meal Plan 1,0,Room_Type 4,30,Online,157.5,2,10/5/2018,Not_Canceled,2018,Oct
2,0,0,2,Meal Plan 1,0,Room_Type 4,179,Online,97.7,1,6/3/2018,Not_Canceled,2018,Jun
2,0,0,2,Meal Plan 1,0,Room_Type 4,26,Online,142,0,4/15/2018,Canceled,2018,Apr
2,0,0,1,Meal Plan 1,0,Room_Type 1,55,Offline,80,0,4/6/2018,Not_Canceled,2018,Apr
2,0,1,2,Meal Plan 1,0,Room_Type 1,74,Online,85.5,1,4/25/2018,Not_Canceled,2018,Apr
2,0,0,3,Meal Plan 1,0,Room_Type 1,143,Offline,100,0,8/25/2018,Not_Canceled,2018,Aug
2,0,1,0,Not Selected,0,Room_Type 1,34,Online,88,2,11/14/2018,Not_Canceled,2018,Nov
2,0,1,1,Meal Plan 1,1,Room_Type 1,30,Online,122.85,1,8/29/2018,Not_Canceled,2018,Aug
2,0,0,2,Meal Plan 1,0,Room_Type 1,177,Online,100,0,6/3/2018,Canceled,2018,Jun
2,0,2,3,Meal Plan 1,0,Room_Type 4,34,Offline,75,0,10/25/2017,Not_Canceled,2017,Oct
2,0,1,4,Meal Plan 1,0,Room_Type 4,18,Online,116.8,1,3/9/2018,Not_Canceled,2018,Mar
3,0,1,1,Meal Plan 1,0,Room_Type 4,267,Online,121.5,0,12/31/2018,Not_Canceled,2018,Dec
2,0,1,2,Meal Plan 1,0,Room_Type 1,64,Online,111.9,1,6/27/2018,Not_Canceled,2018,Jun
3,0,2,5,Meal Plan 1,0,Room_Type 4,155,Online,121.55,2,6/28/2018,Canceled,2018,Jun
2,0,0,5,Meal Plan 1,0,Room_Type 1,46,Offline,75,1,3/29/2018,Not_Canceled,2018,Mar
2,2,0,2,Meal Plan 1,0,Room_Type 6,83,Online,159.3,0,4/1/2018,Canceled,2018,Apr
2,0,0,5,Meal Plan 1,0,Room_Type 4,128,Online,132.3,0,10/11/2018,Canceled,2018,Oct
2,0,2,0,Not Selected,0,Room_Type 1,20,Online,88,2,12/25/2018,Not_Canceled,2018,Dec
2,0,1,4,Meal Plan 1,0,Room_Type 4,40,Online,98.82,0,3/14/2018,Not_Canceled,2018,Mar
2,0,1,2,Meal Plan 1,1,Room_Type 4,46,Online,98.3,1,3/4/2018,Not_Canceled,2018,Mar
1,0,1,0,Meal Plan 1,0,Room_Type 1,1,Online,150,2,10/17/2018,Not_Canceled,2018,Oct
2,0,2,3,Not Selected,0,Room_Type 1,196,Online,96.05,1,9/4/2018,Not_Canceled,2018,Sep
1,0,0,2,Meal Plan 1,0,Room_Type 1,188,Online,130,0,6/15/2018,Canceled,2018,Jun
2,0,0,1,Not Selected,0,Room_Type 1,17,Online,95,0,12/10/2018,Not_Canceled,2018,Dec
2,0,0,3,Meal Plan 1,0,Room_Type 5,146,Offline,113.56,0,8/9/2018,Not_Canceled,2018,Aug
2,0,1,3,Not Selected,0,Room_Type 1,110,Online,101.58,1,5/5/2018,Not_Canceled,2018,May
2,0,1,2,Meal Plan 1,1,Room_Type 1,68,Online,105.3,0,3/18/2018,Not_Canceled,2018,Mar
2,0,2,1,Meal Plan 1,0,Room_Type 4,73,Online,115.8,1,4/9/2018,Not_Canceled,2018,Apr
2,0,0,1,Meal Plan 1,0,Room_Type 4,92,Online,149.4,1,5/19/2018,Not_Canceled,2018,May
2,0,2,5,Meal Plan 1,0,Room_Type 1,171,Online,111.59,0,8/30/2018,Canceled,2018,Aug
2,1,0,2,Meal Plan 1,1,Room_Type 1,134,Online,130.5,2,8/4/2018,Not_Canceled,2018,Aug
2,0,0,2,Meal Plan 2,0,Room_Type 1,320,Online,115,1,8/18/2018,Canceled,2018,Aug
2,0,0,4,Meal Plan 1,0,Room_Type 1,118,Online,90.95,1,4/13/2018,Not_Canceled,2018,Apr
2,0,0,3,Meal Plan 1,0,Room_Type 1,30,Online,76.08,1,11/17/2018,Not_Canceled,2018,Nov
2,2,1,3,Meal Plan 1,0,Room_Type 6,30,Online,156.9,0,12/22/2018,Not_Canceled,2018,Dec
2,0,1,0,Not Selected,0,Room_Type 1,189,Online,85.5,2,10/23/2018,Not_Canceled,2018,Oct
